úZethQuark Versi¢n 7.0ú                                               28/03/2025
POL.LOS ANGELES  PRODUCTOS VENDIDOS DEL 28/02/2025 AL 28/03/2025        19:38:21
PRT123()                                                              Pag.-    1
--------------------------------------------------------------------------------
         DESCRIPCION DEL PRODUCTO            STOCK           VENTA        RESP.
         DESCRIPCION DEL PRODUCTO            STOCK           VENTA        RESP.
--------------------------------------------------------------------------------
RX TORAX F                                     99              1           ELI
RX TORAX F-L (FRONTAL-LATERAL)                 99              1           ELI
SILENTUSS 30MG/5ML JRBE X120ML                  4              1           ELI
SINVIRAL SOL.GOTAS X20ML                        0              1           ELI
SUERO FISIOLOGICO X1000ML                      14             11           ELI
SUEROVIT 2ML AMP                               25             24           ELI
SUMAQ MUJER POTE 500G AGUAJE                    2              3           ELI
SUTURA MAYOR DE 3 A 5 PUNTOS                  999              1           ELI
T3 LIBRE                                      911              6           ELI
T4 LIBRE                                     1005              6           ELI
TERBIFUN 1% SPRAY X30ML                         5              1           ELI
TERBINAFINA 250MG TAB                         137             44           ELI
TERFITIL 1% CREMA X20G                          2              1           ELI
TERFITIL 1% SPRAY X30ML                         0              2           ELI
TEST GRAHAM(OXIURUS)                         9962              5           ELI
THEVENON                                     9998              6           ELI
TIEMPO DE COAGULACION                         965              1           ELI
TIEMPO DE PROTROMBINA-TP                     9996              1           ELI
TOPIMICYN NF UNGUENTO X14G                      7              1           ELI
TRAMADOL 50MG/1ML AMP                           8              2           ELI
TRICOFAR ORAL 500MG TAB                       244            214           ELI
TRIGLICERIDOS                                 934              3           ELI
TRIGLIOUT 100MG TAB                           194              6           ELI
TSH ULTRASENSIBLE                           10006              6           ELI
UREA                                        10007              6           ELI
UROCULTIVO                                   1003             19           ELI
VARICOSIN 500MG CAPSULA                         2             50           ELI
VAXIGEL OVULOS                                 68             12           ELI
VELOCIDAD DE SEDIMENTACION                    954              1           ELI
VELTAM 0.4MG TAB                              201             34           ELI
VENDA ELASTICA 5X5                             25              1           ELI
VENDA YESO 4X5                                  5              1           ELI
VENOCALM 500MG CAP                             50             10           ELI
VINIL 75MG/3ML (IM/IV) AMP                     48              6           ELI
VITACARE POTE 1000G VAINILLA                    3              6           ELI
VITACOSE 2ML INYECTABLE                        87             46           ELI
ZITROLAB 200MG/5ML SUSP X15ML                   7              1           ELI
--------------------------------------------------------------------------------
T O T A L:   257
--------------------------------------------------------------------------------