úZethQuark Versi¢n 7.0ú                                               21/05/2025
POL.LOS ANGELES  PRODUCTOS VENDIDOS DEL 21/03/2025 AL 21/05/2025        18:17:40
PRT123()                                                              Pag.-    1
--------------------------------------------------------------------------------
         DESCRIPCION DEL PRODUCTO            STOCK           VENTA        RESP.
DEXCORTIL 4MG/2ML (IM/IV) AMP                  39             55           FAB
DEXIDE SR 1000 TAB                            131             31           ELI
DEXTROSA 33.3% SOL.INY 20ML                     0              1           EFR
DEXTROSA 5% X1000ML                             2              1           EFR
DI-PROKET 150MG CAP                            95              6           FAB
DICLOFENACO 50MG TAB BLSTX10                    4              1           FABúZethQuark Versi¢n 7.0ú                                               21/05/2025
POL.LOS ANGELES  PRODUCTOS VENDIDOS DEL 21/03/2025 AL 21/05/2025        18:18:21
PRT123()                                                              Pag.-    3
--------------------------------------------------------------------------------
         DESCRIPCION DEL PRODUCTO            STOCK           VENTA        RESP.
--------------------------------------------------------------------------------
DICLOFIX 75MG/3ML (IM) AMP                    123            126           FAB
DIGESTASE 80MG TAB                             50             10           ELI
DIMENS 5MG/5ML JRBE X120ML                      2              4           FAB
DOLALIVIO COLIK TAB                            38              9           GEN
DOLOL 100MG/1ML GOTAS X15ML                     5              1           ELI
DOLOL 160MG/5ML JRBE X60ML                      6              3           ELI
DOMICILIO TOMA DE MUESTRA                    9996              2           FAB
DR.FLU CAP.BLANDAS                             50              2           ELI
DRENAJE DE ABCESO 1CM                         999              1           CLA
DRENAJE DE ABCESO PEQUE;O MENOR DE 2 CM      9999              1           CLA
DULERGINA 5MG/5ML JRBE X100ML                   8              4           FAB
ENALAPRIL 20MG TAB BLSTX10                      1              3           CLA
ENDOVENOSO  EXTERNO                          9995              6           CLA
ENDOVENOSO DOMICILIO                         9995              6           FAB
ENDOVENOSO INSULINA ISOFANA HUMANA              0              1           MAR
ENDOVENOSO INTERNO                          44897            207           CLA
ENTEROGERMINA AMP.BEBIBLE                       0             38           FAB
ENZIMATIK CAP                                  16             10           MAR
EPINEFRINA 1MG/ML AMP                          32              8           ELI
EQUIPO DE VENOCLISIS 20GOT/ML                 324            164           CLA
EQUIPO MICROGOTERO CON VOLUTROL 100ML          12              9           EFR
ESPECULO TALLA M                               10              2           CLA
EVACUOL PLUS SOLUCION X266ML                    5              1           ELI
EXTRACCION DE U¥AS X1                        9994              1           MAR
EYEMO COLIRIO 0.05% SOL.OFTA X8ML               7              2           EFR
FACTOR REUMATOIDE CUANTITATIVO                946              1           CLA
FLEX 4MG TAB                                   28             44           ELI
FLEX NF 2MG/1ML AMP (IM)                        4              1           ELI
FLOREA CAP                                    270             99           CLA
FLUIMEXINA 600MG SOB                           43            186           FAB
FOSFUROL 3G SOB X1                              0              1           EFR
FOSTER INHALADOR                                4              2           CLA
FRASCO PARA M.HECES                           113             96           EFR
FRASCO PARA M.ORINA                           180            116           ELI
FROTIS DIRECTO(KOH-HONGOS)                    720              5           ELI
FRUTI FLEX FRESA X1L                            7             10           CLA
FRUTTIPED FRESA X500ML                         12              1           ELI
FUROSEMIDA 40MG TAB BLSTX10                     4              1           MAR
G.G.T.P                                       854              3           CLA
GASA 10X10                                     85             56           CLA
GASEOVET MS SUSP X220ML                        30             35           FAB
GENOGEL PLUS POTE X500G                         6              5           FAB
GERIA CARE POTE X1000G                          0              4           ELI
GINGISONA L NF TOQUES SOL.TOPICA X30ML          5              3           CLA
GLIBENCLAMIDA 5MG TAB BLSTX10                  16              4           CLA
GLUCENIL D POTE X1000G                          3              2           CLA
GLUCOSA                                      8609             41           FAB
GLUCOSA POST PRANDIAL                         993              1           CLA
GLUCOTECH                                      20             70           FAB
GLYCOLAX 17G SOB                               24              4           FAB
GRAHAM ACAROS                                 796              3           FAB
GRAVDAN 50MG/5ML (IM/IV) AMP                   13              1           MAR
GRUPO SANGUINEO/FACTOR RH                     947              1           ELI
GUANTES QUIRURGICO TALLA 7.5                   26              1           CLA
HCG PRUEBA EMBARAZO RAPIDA                     14             30           FABúZethQuark Versi¢n 7.0ú                                               21/05/2025
POL.LOS ANGELES  PRODUCTOS VENDIDOS DEL 21/03/2025 AL 21/05/2025        18:18:21
PRT123()                                                              Pag.-    4
--------------------------------------------------------------------------------
         DESCRIPCION DEL PRODUCTO            STOCK           VENTA        RESP.
--------------------------------------------------------------------------------
HCG SUB UNIDAD BETA CUANTITATIVO              892              2           CLA
HELICOBACTER IGG                              932              1           CLA
HELICOBACTER IGM                             9993             36           CLA
HELICOBACTER PYORI ANTIGENO FECALES          9996              6           ELI
HEMOG. GLICOSILADA                          10000             11           CLA
HEMOGLOBINA HEMATOCRITO                       705              5           CLA
HEMOGRAMA COMPLETO                           9990             84           FAB
HEPABIONTA 2ML AMP                             44             48           CLA
HEPABIONTA GRAGEAS                            119              1           FAB
HEPATITIS B ANTIGENO AUSTRALIANO              977              3           CLA
HEPATITISB,ANTI HB Ag(AUST)                   999              1           ELI
HIDATIDOSIS ELISA                             997              1           FAB
HIRUDOID FORTE CREMA X14G                       7              1           ELI
HIV                                         10011              2           ELI
HORMONAL FEMENINO(FSH-LH ESTRADIOL)           987              3           CLA
IBUSOL 100MG/5ML SUSP X60ML                     0              9           CLA
INFILTRACION DE ARTICULACIONES               9998              3           MAR
INMUNO PED SOBRE                              242             76           FAB
INMUNOGLOBULINA E                             937              4           CLA
INSTAFIBRA X500G                                2              1           MAR
INSULINA                                      825              1           CLA
INSULINA APLICACION 1-3 WOSULIN N              10              9           ELI
INYECTABLE   INTRAMUSCULAR EXTERNO           1324             28           CLA
INYECTABLE INTRAMUSCULAR DOMICILIO             94              4           ELI
ITUBIOT 500MG/2ML (IM/IV) AMP                  50              1           CLA
JERINGA 10ML                                  100            317           CLA
JERINGA 1ML                                   172             12           MAR
JERINGA 20ML                                  369            352           CLA
JERINGA 3ML                                   197              4           MAR
JERINGA 5ML                                    58             24           MAR
KETOPROFENO 100MG/2ML (IM) AMP                 15             10           FAB
KETOPROPHARM 100MG/5ML (IV) AMP                86            101           CLA
KITADOL MIGRA¥A TAB                            29              1           CLA
LAGOSA 150MG TAB                              220             30           EFR
LAVADO DE OIDO I                             9995              4           FAB
LAVADO DE OIDO II                            1802              4           ELI
LAVADO OCULAR                                9998              1           ELI
LEVOFLOXACINO 500MG TAB                       143             14           CLA
LIDOCAINA 2% X20ML AMP                         13             31           ELI
LINCOMAX 600MG/2ML (IM/IV) AMP                 19             21           CLA
LINDONOSTRUM 2% GEL X30G                        3              1           CLA
LIPASA                                        999              1           ELI
LLAVE TRIPLE VIA                               68            154           CLA
LOPERAMIDA 2MG TAB BLSTX10                      1              1           ELI
LORATADINA 10MG TAB BLSTX10                    30              7           CLA
MASCARILLA NEBULIZADORA (ADULTO)               32             13           EFR
MASCARILLA NEBULIZADORA (PEDIATRICO)           35              8           FAB
MATERIALES DE TRAUMATOLOGIA                   999              1           ELI
MEGADERM CREMA X10G                             0              1           FAB
METAMIZOL 1G/2ML AMP                           23             10           ELI
METOCLONYL 10MG/2ML AMP                         9              1           CLA
METRONIDAZOL 500MG/100ML AMP X100ML             1              1           FAB
MICROALBUMINURIA ORINA SIMPLE                9995              8           ELI
MOBILISIN GEL X40GR                             2              4           FAB
MOTRIF 1% GEL TUBO X50G                         6              1           ELIúZethQuark Versi¢n 7.0ú                                               21/05/2025
POL.LOS ANGELES  PRODUCTOS VENDIDOS DEL 21/03/2025 AL 21/05/2025        18:18:21
PRT123()                                                              Pag.-    5
--------------------------------------------------------------------------------
         DESCRIPCION DEL PRODUCTO            STOCK           VENTA        RESP.
--------------------------------------------------------------------------------
MUCOBROL 300MG/3ML AMP                         56             25           FAB
MUCOCETIL 100MG/5ML SOL.ORAL X120ML             7              5           FAB
MULCEROL 40MG TAB                               0            282           MAR
NAXODOL 550MG TAB                               0             38           ELI
NEBULIZACION X 3                             9977             28           FAB
NEBULIZACION X2                              9998              3           MAR
NEUMOPUL POTE 500G VAINILLA                     4              2           ELI
NORSPAN 10MG PARCHE                             7              1           ELI
NORSPAN 5MG PARCHE                              0              3           CLA
NYLON #4                                       44              1           EFR
OMEPRAZOL 40MG AMP                             57             50           FAB
OMETAB 20MG TAB                               121              4           FAB
ORFEDRIN 100MG TAB                            116              4           CLA
ORFELAX 60MG/2ML (IM/IV) AMP                   63             95           ELI
ORINA COMPLETA                               7519            100           ELI
OTIDOL NF SOL.OTICA X5ML                        5              9           FAB
OXIGENO 1 LITRO                               974              2           FAB
PALATOX 15MG/5ML JRBE X120ML                    0              2           CLA
PANEL DE ALERGIA(32 ALERGENOS)IGE ESPEC.      938              2           CLA
PANTOPHARM 40MG AMP (EV)                        6              3           CLA
PANTOPRAZOL 20MG TAB                           20             10           CLA
PAPANICOLAOU                                  838              2           CLA
PARACETAMOL 1000MG/100ML (IV) AMP               7              4           FAB
PARACETAMOL 120MG/5ML SOL.ORAL X60ML            0              2           FAB
PARACETAMOL 500MG TAB BLSTX10                   9              6           CLA
PARASITOLOGICO SIMPLE                         562             69           EFR
PARASITOLOGICO X3                            9961              8           CLA
PARDIL 500MG TAB                               18              6           ELI
PASAJE DOMICILIO 15                           953              2           FAB
PASAJE DOMICILIO 6                           9978              6           ELI
PASMODAN 20MG/ML (IM/IV) AMP                   31              4           FAB
PCR CUANTITATIVA                             9990             15           CLA
PEDIALYTE MAX SABOR UVA X500ML                  0              5           CLA
PERFIL DE COAGULACION                         979              2           ELI
PERFIL HEPATICO                               992             42           EFR
PERFIL LIPIDICO                              1022             48           EFR
PERFIL REUMATICO                             1006             16           CLA
PERFIL TIROIDEO                               937              1           ELI
PHYTO SOYA 17.5MG TAB                          60             35           EFR
PIRIALIV 100MG TAB                             66             12           ELI
PLIDOCHECK 400MG CAP                          159             17           FAB
PORTIL NF CREMA X20G                            5              1           CLA
PREDNISONA 5MG TAB BLSTX10                     11              3           CLA
PRESION                                      1566             18           FAB
PRESION + SATURACION                          995              1           ELI
PRODEFEN PLUS SOBRE                           137             68           FAB
PROFEKED 2.5% GEL X30G                          3              1           FAB
PRONOLIS HD 120MG/4.8ML MONO 2.5%               2              5           MAR
PRONTEL 100MG/5ML JRBE X20ML                    8              1           MAR
PROSTASIL 0.5MG CAP                            10             40           FAB
PROTEINURIA 24Hr.                             944              1           CLA
PROTEVIT KIDS POTE 1000G VAINILLA               2              2           ELI
PRUEBA DE ALERGIA                             961              6           MAR
PRUEBA DENGUE RAPIDA IGG IGM                   22              1           ELI
PSA LIBRE                                     857              2           CLAúZethQuark Versi¢n 7.0ú                                               21/05/2025
POL.LOS ANGELES  PRODUCTOS VENDIDOS DEL 21/03/2025 AL 21/05/2025        18:18:21
PRT123()                                                              Pag.-    6
--------------------------------------------------------------------------------
         DESCRIPCION DEL PRODUCTO            STOCK           VENTA        RESP.
--------------------------------------------------------------------------------
PSA TOTAL                                    1004              5           ELI
RANITIDINA 50MG/2ML AMP                         0              1           ELI
REACCION INFLAMATORIA EN HECES               9909             22           ELI
RETIRO DE PUNTOS MAYOR A 5 PUNTOS            9999              1           FAB
RETIRO DE PUNTOS MENOR DE 5 PUNTOS           9999              1           FAB
RODILLERA COMPRESION STANDAR                    1              2           CLA
ROTAVIRUS                                     999              1           FAB
ROWATINEX CAPSULAS                            246             10           ELI
RPR                                         10023              1           ELI
RX ANTEBRAZO F - L                             99              1           FAB
RX CADERA COMPARATIVA                        9999              1           CLA
RX CADERA COXOFEMORAL                        9999              1           CLA
RX CERVICO DORSAL FRONTAL Y LATERAL          1000              1           CLA
RX COLUMNA CERVICAL F - L                    9998              1           CLA
RX COLUMNA LUMBO SACRO F - L                 9990             17           CLA
RX HOMBRO C/LADO                             9998              1           ELI
RX MANO C/LADO                                 92              1           FAB
RX MU¥ECA F y L C/LADO                       9999              1           ELI
RX PARRILLA COSTAL C/LADO                    9997              2           ELI
RX PIE C/LADO                                9999              1           ELI
RX PIERNA F y L                              9998              1           CLA
RX RODILLA F y L C/LADO                      9995              6           ELI
RX RODILLAS COMPARATIVAS                     9995              6           CLA
RX TEMPORAL C/LADO POSICIONES                9999              1           CLA
RX TOBILLO F y L C/LADO                      9997              2           FAB
RX TORAX AP                                   943             31           ELI
RX TORAX LATERAL                              997              1           ELI
SALBUTEX 100MCG AEROSOL X200DOSIS               6              2           FAB
SILENTUSS 30MG/5ML JRBE X120ML                  0              3           FAB
SINVIRAL SOL.GOTAS X20ML                        6              1           ELI
SODIO                                         998              1           ELI
SUERO FISIOLOGICO X1000ML                      20             17           ELI
SUEROVIT 2ML AMP                                1             18           MAR
SUMAQ MUJER POTE 500G AGUAJE                    0              3           FAB
SUTURA MENOR                                  999              1           EFR
T3 LIBRE                                      905              9           MAR
T4 LIBRE                                      999              8           CLA
TERBIFUN 1% SPRAY X30ML                         5              4           CLA
TERBINAFINA 250MG TAB                         135            102           CLA
TEST GRAHAM(OXIURUS)                         9947             17           ELI
THEVENON                                     9991             10           CLA
TRAMADOL 50MG/1ML AMP                           8              2           ELI
TRICOFAR ORAL 500MG TAB                       435            417           FAB
TRIGLICERIDOS                                 932              3           CLA
TRIGLIOUT 100MG TAB                            99             41           ELI
TSH ULTRASENSIBLE                           10000              8           CLA
UREA                                         9996             15           CLA
UROCULTIVO                                    981             30           FAB
UROFURIN 25MG/5ML SUSP X120ML                   2              2           CLA
VACUNA INFLUENZA PRE-VTA.                     998              2           MAR
VAGISTEN 0.1% CREMA X15G                        3              4           MAR
VAXIGEL OVULOS                                 55              6           CLA
VELOCIDAD DE SEDIMENTACION                    952              2           CLA
VELTAM 0.4MG TAB                               98            170           FAB
VENDA ELASTICA 5X5                             20              2           MARúZethQuark Versi¢n 7.0ú                                               21/05/2025
POL.LOS ANGELES  PRODUCTOS VENDIDOS DEL 21/03/2025 AL 21/05/2025        18:18:21
PRT123()                                                              Pag.-    7
--------------------------------------------------------------------------------
         DESCRIPCION DEL PRODUCTO            STOCK           VENTA        RESP.
--------------------------------------------------------------------------------
VENDA YESO 4X5                                  5              1           ELI
VENOCALM 500MG CAP                              0             10           ELI
VITACARE POTE 1000G VAINILLA                    1             14           ELI
VITACOSE 2ML INYECTABLE                        19             71           ELI
VOMIXTAL 50MG TAB                              70             10           FAB
Z-MOL 1G TAB                                  147             12           MAR
ZETALER 10MG/1ML GOTAS X15ML                    1              1           CLA
ZITRAT MG 300G PI¥A                             4              1           CLA
ZITROLAB 200MG/5ML SUSP X15ML                   0              9           CLA
--------------------------------------------------------------------------------
T O T A L:   339
--------------------------------------------------------------------------------