úZethQuark Versi¢n 7.0ú                                               18/07/2025
ELAM MEDICAL     PRODUCTOS VENDIDOS DEL 18/06/2025 AL 18/07/2025        18:13:39
PRT123()                                                              Pag.-    1
--------------------------------------------------------------------------------
         DESCRIPCION DEL PRODUCTO            STOCK           VENTA        RESP.
GRAVDAN 50MG/5ML (IM/IV) AMP                   10              1           ELIúZethQuark Versi¢n 7.0ú                                               18/07/2025
ELAM MEDICAL     PRODUCTOS VENDIDOS DEL 18/06/2025 AL 18/07/2025        18:14:00
PRT123()                                                              Pag.-    3
--------------------------------------------------------------------------------
         DESCRIPCION DEL PRODUCTO            STOCK           VENTA        RESP.
--------------------------------------------------------------------------------
HCG PRUEBA EMBARAZO RAPIDA                     13             12           AUD
HELICOBACTER P IGM                           9965             19           AUD
HELICOBACTER PYORI ANTIGENO HECES            9990              4           AUD
HEMOG. GLICOSILADA                           9990              5           ELI
HEMOGLOBINA HEMATOCRITO                       698              4           ELI
HEMOGRAMA COMPLETO                           9891             42           ELI
HEPABIONTA 2ML AMP                             35             25           AUD
HEPATITIS B ANTIGENO AUSTRALIANO              976              1           AUD
HIOSIMOL10 10MG TAB                            84              1           ELI
HIRUDOID 0.300% POMADA X14GR                    5              1           AUD
HIRUDOID FORTE CREMA X14G                       5              1           CLA
HIV                                         10007              4           ELI
HORMONA DE CRECIMIENTO                        994              1           ELI
IBANCHECK 75MG CAP                             20             22           MAY
INMUNO PED SOBRE                               57             26           MAY
INSTAFIBRA X500G                                4              1           CLA
INYECTABLE   INTRAMUSCULAR EXTERNO           1297             12           ELI
INYECTABLE INTRAMUSCULAR DOMICILIO             92              2           ELI
JERINGA 10ML                                   94            170           ELI
JERINGA 20ML                                  631            163           ELI
JERINGA 5ML                                    48              1           CLA
KETOPROFENO 100MG/2ML (IM) AMP                 25              5           MAY
KETOPROPHARM 100MG/5ML (IV) AMP                94             45           AUD
LAGOSA 150MG TAB                               94             64           MAY
LAVADO DE OIDO I                             9993              4           ELI
LAVADO DE OIDO II                            1798              4           ELI
LIDOCAINA 2% X20ML AMP                          7              8           ELI
LINCOMAX 600MG/2ML (IM/IV) AMP                 20              2           ELI
LLAVE TRIPLE VIA                               48             78           AUD
LOPERAMIDA 2MG TAB BLSTX10                     20              1           CLA
LOSARTAN 50MG TAB BLSTX10                      24              3           AUD
MASCARILLA NEBULIZADORA (ADULTO)                5              9           MAY
MASCARILLA NEBULIZADORA (PEDIATRICO)           14              2           MAY
MEBO TUBO X15G                                  2              3           ELI
METAMIZOL 1G/2ML AMP                           10              1           CLA
MICROALBUMINURIA ORINA SIMPLE                9976             13           AUD
MUCOBROL 300MG/3ML AMP                         19             12           MAY
MUCOCETIL 100MG/5ML SOL.ORAL X120ML             5              1           MAY
NAPROXPORT 550MG TAB                          150             32           MAY
NEBULIZACION X 3                             9938             15           MAY
NEUMOCORTPLUS 160MCG+4.5MCG/D X150DOSIS         1              1           ELI
NEUMOPUL POTE 500G VAINILLA                     4              3           AUD
NORMON 5MG/100ML + MATERIAL                     2              1           AUD
NORSPAN 5MG PARCHE                              1              3           AUD
OMEPRAZOL 40MG AMP                             77             38           AUD
ORFEDRIN 100MG TAB                             82              4           AUD
ORFELAX 60MG/2ML (IM/IV) AMP                   60             20           ELI
ORINA COMPLETA                               7416             52           ELI
OTIDOL NF SOL.OTICA X5ML                        6              3           ELI
PAPANICOLAOU                                  831              3           ELI
PARACETAMOL 1000MG/100ML (IV) AMP               4              1           ELI
PARACETAMOL 500MG TAB BLSTX10                  16              1           ELI
PARASITOLOGICO SIMPLE                         510             33           ELI
PARDIL 500MG TAB                               12              6           MAY
PASAJE DOMICILIO 6                           9970              9           MAYúZethQuark Versi¢n 7.0ú                                               18/07/2025
ELAM MEDICAL     PRODUCTOS VENDIDOS DEL 18/06/2025 AL 18/07/2025        18:14:00
PRT123()                                                              Pag.-    4
--------------------------------------------------------------------------------
         DESCRIPCION DEL PRODUCTO            STOCK           VENTA        RESP.
--------------------------------------------------------------------------------
PASMODAN 20MG/ML (IM/IV) AMP                   25              1           ELI
PCR CUANTITATIVA                             9978             10           ELI
PERFIL HEPATICO                               947             25           MAY
PERFIL LIPIDICO                               966             25           AUD
PERFIL REUMATICO                              987             13           AUD
PIRIALIV 100MG TAB                             20             36           AUD
PLIDOCHECK 400MG CAP                           85             45           AUD
PORTIL NF CREMA X20G                            1              2           AUD
PRESION                                      1531             20           MAY
PRODEFEN PLUS SOBRE                           300             34           MAY
PROFEKED 2.5% GEL X30G                          3              3           AUD
PROTEINURIA 24Hr.                             942              2           MAY
PROTEVIT KIDS POTE 1000G VAINILLA               5              1           ELI
PSA TOTAL                                     991              6           AUD
REACCION INFLAMATORIA EN HECES               9892             11           MAY
RINOCLENIL 100MCG SUSP.NASAL X32ML              3              1           CLA
RPR                                         10019              4           ELI
RX ANTEBRAZO F - L                             98              1           CLA
RX COLUMNA CERVICAL F - L                    9997              1           AUD
RX COLUMNA LUMBAR FUNCIONAL                    98              1           ELI
RX COLUMNA LUMBO SACRO F - L                 9974              4           AUD
RX HOMBRO C/LADO                             9995              2           CLA
RX HUESOS PROPIOS DE LA NARIZ H.P.N            99              1           AUD
RX MADURACION OSEA                            995              1           AUD
RX MU¥ECA F y L C/LADO                       9998              1           CLA
RX PARRILLA COSTAL C/LADO                    9992              4           MAY
RX PIE C/LADO                                9998              1           CLA
RX RODILLAS COMPARATIVAS                     9992              2           CLA
RX TOBILLO F y L C/LADO                      9994              2           ELI
RX TOBILLOS COMPARATIVOS                       99              1           ELI
RX TORAX AP                                   906             14           MAY
SILENTUSS 30MG/5ML JRBE X120ML                  3              1           CLA
SUERO FISIOLOGICO X1000ML                       2              7           AUD
T3 LIBRE                                      898              3           ELI
T4 LIBRE                                      929              3           ELI
TAMSULOSINA 0.4MG TAB                         153             30           ELI
TERBIFUN 1% SPRAY X30ML                         0              2           ELI
TERFITIL 1% CREMA X20G                          2              2           MAY
TERFITIL 1% SPRAY X30ML                         0              1           MAY
TEST GRAHAM(OXIURUS)                         9940              4           MAY
THEVENON                                     9980              9           AUD
TOMA DE MUESTRA DOMICILIO                      96              1           ELI
TRANSAMINASA PIRUVICA TGP, SUERO              959              1           CLA
TRICOFAR ORAL 500MG TAB                       221            203           AUD
TRIGLICERIDOS                                 928              1           CLA
TRIGLIOUT 100MG TAB                            20             20           AUD
TRINALER 5% CREMA X10G                          2              1           MAY
TSH ULTRASENSIBLE                            9992              2           ELI
UREA                                         9979              7           ELI
UROCULTIVO                                    942             20           AUD
VAGISTEN 0.1% CREMA X15G                        6              1           CLA
VAXIGEL OVULOS                                 85             24           ELI
VELOCIDAD DE SEDIMENTACION                    951              1           AUD
VENDA ELASTICA 5X5                             31              1           CLA
VINIL 75MG/3ML (IM/IV) AMP                     36              3           ELIúZethQuark Versi¢n 7.0ú                                               18/07/2025
ELAM MEDICAL     PRODUCTOS VENDIDOS DEL 18/06/2025 AL 18/07/2025        18:14:00
PRT123()                                                              Pag.-    5
--------------------------------------------------------------------------------
         DESCRIPCION DEL PRODUCTO            STOCK           VENTA        RESP.
--------------------------------------------------------------------------------
VITACARE POTE 1000G VAINILLA                    6              7           MAY
VITACOSE 2ML INYECTABLE                        53             44           ELI
Z-MOL 1G TAB                                  146              1           AUD
ZITRAT MG 300G PI¥A                             4              1           ELI
--------------------------------------------------------------------------------
T O T A L:   224
--------------------------------------------------------------------------------