úZethQuark Versi¢n 7.0ú                                               11/07/2025
ELAM MEDICAL     PRODUCTOS VENDIDOS DEL 26/06/2025 AL 11/07/2025        08:54:14
PRT123()                                                              Pag.-    1
--------------------------------------------------------------------------------
         DESCRIPCION DEL PRODUCTO            STOCK           VENTA        RESP.
SILENTUSS 30MG/5ML JRBE X120ML                  3              1           CLA
SUERO FISIOLOGICO X1000ML                       3              4           AUD
T3 LIBRE                                      898              3           ELI
T4 LIBRE                                      929              3           ELI
TAMSULOSINA 0.4MG TAB                         153             30           ELI
TERBIFUN 1% SPRAY X30ML                         0              2           ELI
TERFITIL 1% CREMA X20G                          1              1           ELI
TEST GRAHAM(OXIURUS)                         9942              1           CLA
THEVENON                                     9983              3           AUD
TOMA DE MUESTRA DOMICILIO                      96              1           ELI
TRICOFAR ORAL 500MG TAB                       241            149           ELI
TRIGLICERIDOS                                 928              1           CLAúZethQuark Versi¢n 7.0ú                                               11/07/2025
ELAM MEDICAL     PRODUCTOS VENDIDOS DEL 26/06/2025 AL 11/07/2025        08:54:20
PRT123()                                                              Pag.-    4
--------------------------------------------------------------------------------
         DESCRIPCION DEL PRODUCTO            STOCK           VENTA        RESP.
--------------------------------------------------------------------------------
TRIGLIOUT 100MG TAB                            20             10           AUD
TSH ULTRASENSIBLE                            9992              2           ELI
UREA                                         9980              4           ELI
UROCULTIVO                                    946             13           ELI
VAGISTEN 0.1% CREMA X15G                        6              1           CLA
VAXIGEL OVULOS                                105             24           ELI
VELOCIDAD DE SEDIMENTACION                    951              1           AUD
VINIL 75MG/3ML (IM/IV) AMP                     42              1           ELI
VITACARE POTE 1000G VAINILLA                    3              6           ELI
VITACOSE 2ML INYECTABLE                        83             17           ELI
ZITRAT MG 300G PI¥A                             1              1           ELI
--------------------------------------------------------------------------------
T O T A L:   176
--------------------------------------------------------------------------------