~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	~~~~~~~~~~~~
CLENBUVENT JARABE   EXPECTORANTE	1
CLENBUVENT JARABE   EXPECTORANTE	1
	#¿NOMBRE?
CLONAZEPAM 0.5mg tabletax100	0u 10
	
CLORFENAMINA 2MG/5ML X60ML	1
	
CLORFENAMINA MALEATO 4MG TABX100	0u  9
CLORFENAMINA MALEATO 4MG TABX100	0u  9
CLORFENAMINA MALEATO 4MG TABX100	0u  9
CLORFENAMINA MALEATO 4MG TABX100	0u  1
CLORFENAMINA MALEATO 4MG TABX100	0u  9
CLORFENAMINA MALEATO 4MG TABX100	0u  9
	
CLORURO DE SODIO 100ML 0,9%	1
CLORURO DE SODIO 100ML 0,9%	1
CLORURO DE SODIO 100ML 0,9%	1
CLORURO DE SODIO 100ML 0,9%	1
CLORURO DE SODIO 100ML 0,9%	1
CLORURO DE SODIO 100ML 0,9%	1
CLORURO DE SODIO 100ML 0,9%	1
CLORURO DE SODIO 100ML 0,9%	1
CLORURO DE SODIO 100ML 0,9%	1
CLORURO DE SODIO 100ML 0,9%	1
CLORURO DE SODIO 100ML 0,9%	1
CLORURO DE SODIO 100ML 0,9%	1
CLORURO DE SODIO 100ML 0,9%	1
CLORURO DE SODIO 100ML 0,9%	1
CLORURO DE SODIO 100ML 0,9%	1
CLORURO DE SODIO 100ML 0,9%	1
CLORURO DE SODIO 100ML 0,9%	1
CLORURO DE SODIO 100ML 0,9%	1
CLORURO DE SODIO 100ML 0,9%	1
	
CLUVAX 100mg CAJAX3CAPSULAS VAGINALES	0u  2
	
DEXAMETASONA 4mg TABx100	0u  6
DEXAMETASONA 4mg TABx100	0u  6
	
DEXAMETASONA 4MG/1ML AMPOLL CAJX100	0u  1
DEXAMETASONA 4MG/1ML AMPOLL CAJX100	0u  3
DEXAMETASONA 4MG/1ML AMPOLL CAJX100	0u  1
DEXAMETASONA 4MG/1ML AMPOLL CAJX100	0u  2
DEXAMETASONA 4MG/1ML AMPOLL CAJX100	0u  1
DEXAMETASONA 4MG/1ML AMPOLL CAJX100	0u  1
DEXAMETASONA 4MG/1ML AMPOLL CAJX100	0u  1
DEXAMETASONA 4MG/1ML AMPOLL CAJX100	0u  1
DEXAMETASONA 4MG/1ML AMPOLL CAJX100	0u  2
DEXAMETASONA 4MG/1ML AMPOLL CAJX100	0u  2
DEXAMETASONA 4MG/1ML AMPOLL CAJX100	0u  1
DEXAMETASONA 4MG/1ML AMPOLL CAJX100	0u  3
DEXAMETASONA 4MG/1ML AMPOLL CAJX100	0u  1
DEXAMETASONA 4MG/1ML AMPOLL CAJX100	0u  3
DEXAMETASONA 4MG/1ML AMPOLL CAJX100	0u  1
DEXAMETASONA 4MG/1ML AMPOLL CAJX100	0u  1
DEXAMETASONA 4MG/1ML AMPOLL CAJX100	0u  1
DEXAMETASONA 4MG/1ML AMPOLL CAJX100	0u  1
DEXAMETASONA 4MG/1ML AMPOLL CAJX100	0u  1
DEXAMETASONA 4MG/1ML AMPOLL CAJX100	0u  1
DEXAMETASONA 4MG/1ML AMPOLL CAJX100	0u  1
	
DEXIDE 1000GR CAJAX 30 CAPSULAS	0u 10
	
DICLOFENACO AMP 75MGx3ML CAJX100	0u  1
DICLOFENACO AMP 75MGx3ML CAJX100	0u  3
DICLOFENACO AMP 75MGx3ML CAJX100	0u  3
DICLOFENACO AMP 75MGx3ML CAJX100	0u  2
DICLOFENACO AMP 75MGx3ML CAJX100	0u  1
DICLOFENACO AMP 75MGx3ML CAJX100	0u  1
DICLOFENACO AMP 75MGx3ML CAJX100	0u  2
DICLOFENACO AMP 75MGx3ML CAJX100	0u  2
DICLOFENACO AMP 75MGx3ML CAJX100	0u  1
DICLOFENACO AMP 75MGx3ML CAJX100	0u  1
DICLOFENACO AMP 75MGx3ML CAJX100	0u  3
DICLOFENACO AMP 75MGx3ML CAJX100	0u  3
DICLOFENACO AMP 75MGx3ML CAJX100	0u  1
DICLOFENACO AMP 75MGx3ML CAJX100	0u  1
DICLOFENACO AMP 75MGx3ML CAJX100	0u  1
DICLOFENACO AMP 75MGx3ML CAJX100	0u  1
DICLOFENACO AMP 75MGx3ML CAJX100	0u  1
DICLOFENACO AMP 75MGx3ML CAJX100	0u  1
DICLOFENACO AMP 75MGx3ML CAJX100	0u  1
	
DOBESILATO CALCICO 500MG TABX100	0u 60
DOBESILATO CALCICO 500MG TABX100	0u 15
DOBESILATO CALCICO 500MG TABX100	0u  6
	
DOLO NEUROBION FORTE CAJAX200 TABLETAS	0u  3
	
DOLO NEUROBION FORTE CAJAX3 AMPOLLAS	0u  1
DOLO NEUROBION FORTE CAJAX3 AMPOLLAS	0u  1
DOLO NEUROBION FORTE CAJAX3 AMPOLLAS	0u  2
DOLO NEUROBION FORTE CAJAX3 AMPOLLAS	0u  1
DOLO NEUROBION FORTE CAJAX3 AMPOLLAS	0u  1
DOLO NEUROBION FORTE CAJAX3 AMPOLLAS	0u  1
DOLO NEUROBION FORTE CAJAX3 AMPOLLAS	1
DOLO NEUROBION FORTE CAJAX3 AMPOLLAS	1
DOLO NEUROBION FORTE CAJAX3 AMPOLLAS	0u  1
DOLO NEUROBION FORTE CAJAX3 AMPOLLAS	0u  1
DOLO NEUROBION FORTE CAJAX3 AMPOLLAS	0u  1
DOLO NEUROBION FORTE CAJAX3 AMPOLLAS	0u  1
DOLO NEUROBION FORTE CAJAX3 AMPOLLAS	0u  1
	
DOXICICLINA 100MG CAPX100	0u  4
DOXICICLINA 100MG CAPX100	0u 14
	
ELASTIFLEX ULTRA COMPLEX POTE COLAG	1
	
EQUIPO DE VENOCLISIS 20GOT/ML  CAJAX25U	N    0u  1
EQUIPO DE VENOCLISIS 20GOT/ML  CAJAX25U	N    0u  1
EQUIPO DE VENOCLISIS 20GOT/ML  CAJAX25U	N    0u  1
EQUIPO DE VENOCLISIS 20GOT/ML  CAJAX25U	N    0u  1
EQUIPO DE VENOCLISIS 20GOT/ML  CAJAX25U	N    0u  1
EQUIPO DE VENOCLISIS 20GOT/ML  CAJAX25U	N    0u  1
EQUIPO DE VENOCLISIS 20GOT/ML  CAJAX25U	N    0u  1
EQUIPO DE VENOCLISIS 20GOT/ML  CAJAX25U	N    0u  1
EQUIPO DE VENOCLISIS 20GOT/ML  CAJAX25U	N    0u  1
EQUIPO DE VENOCLISIS 20GOT/ML  CAJAX25U	N    0u  1
EQUIPO DE VENOCLISIS 20GOT/ML  CAJAX25U	N    0u  1
EQUIPO DE VENOCLISIS 20GOT/ML  CAJAX25U	N    0u  1
EQUIPO DE VENOCLISIS 20GOT/ML  CAJAX25U	N    0u  1
EQUIPO DE VENOCLISIS 20GOT/ML  CAJAX25U	N    0u  1
EQUIPO DE VENOCLISIS 20GOT/ML  CAJAX25U	N    0u  1
EQUIPO DE VENOCLISIS 20GOT/ML  CAJAX25U	N    0u  1
EQUIPO DE VENOCLISIS 20GOT/ML  CAJAX25U	N    0u  1
EQUIPO DE VENOCLISIS 20GOT/ML  CAJAX25U	N    0u  1
EQUIPO DE VENOCLISIS 20GOT/ML  CAJAX25U	N    0u  1
	
FENAZOPIRIDINA 100mg TABLETA CAJA X 100	0u 14
	
FLAGYL 500MG TABX20	0u  4
FLAGYL 500MG TABX20	0u 14
FLAGYL 500MG TABX20	1
FLAGYL 500MG TABX20	0u 10
FLAGYL 500MG TABX20	0u  7
	
FLUIMAX 600MG CAJAX30 SOBRES	0u 10
	
FRUTI FLEX X 1LT	1
FRUTI FLEX X 1LT	1
FRUTI FLEX X 1LT	1
	
FUROSEMIDA TAB 40MGx100	0u  6
	
GERIALAT POTE 1KG	1
	
HEPABIONTA DE 2ML CAJA X3 AMP	0u  1
HEPABIONTA DE 2ML CAJA X3 AMP	2
HEPABIONTA DE 2ML CAJA X3 AMP	0u  1
HEPABIONTA DE 2ML CAJA X3 AMP	0u  1
HEPABIONTA DE 2ML CAJA X3 AMP	0u  1
HEPABIONTA DE 2ML CAJA X3 AMP	0u  1
HEPABIONTA DE 2ML CAJA X3 AMP	0u  1
HEPABIONTA DE 2ML CAJA X3 AMP	0u  1
HEPABIONTA DE 2ML CAJA X3 AMP	0u  1
HEPABIONTA DE 2ML CAJA X3 AMP	0u  1
	
HIDROCORTISONA 250MG AMPOLLA CAJAX10UNI	D    0u  1
	
HIOSCINA 20MG AMPOLLA CAJAX25UNID.	0u  1
HIOSCINA 20MG AMPOLLA CAJAX25UNID.	0u  1
HIOSCINA 20MG AMPOLLA CAJAX25UNID.	0u  1
	
HIRUDOID 0.300% POMADA 14GR	1
	
INSULINA	1
	
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  2
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  3
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  3
JERINGA 10ML CAJAX100UNID.	0u  3
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  2
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  2
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  6
JERINGA 10ML CAJAX100UNID.	0u  2
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  2
JERINGA 10ML CAJAX100UNID.	0u  2
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  4
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  3
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  3
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 10ML CAJAX100UNID.	0u  1
JERINGA 1ML CAJAX1OOUNID.	0u  1
	
JERINGA 20ML CAJAX50UNID.	0u  1
JERINGA 20ML CAJAX50UNID.	0u  1
JERINGA 20ML CAJAX50UNID.	0u  1
JERINGA 20ML CAJAX50UNID.	0u  1
JERINGA 20ML CAJAX50UNID.	0u  1
JERINGA 20ML CAJAX50UNID.	0u  1
JERINGA 20ML CAJAX50UNID.	0u  1
JERINGA 20ML CAJAX50UNID.	0u  1
JERINGA 20ML CAJAX50UNID.	0u  1
JERINGA 20ML CAJAX50UNID.	0u  1
JERINGA 20ML CAJAX50UNID.	0u  1
JERINGA 20ML CAJAX50UNID.	0u  1
	
JERINGA DE INSULINA CAJAX100UNIDADES	0u  1
	
KETESSE AMPOLLA CAJAX5	0u  1
KETESSE AMPOLLA CAJAX5	0u  1
KETESSE AMPOLLA CAJAX5	0u  1
KETESSE AMPOLLA CAJAX5	0u  1
KETESSE AMPOLLA CAJAX5	0u  1
KETESSE AMPOLLA CAJAX5	0u  1
KETESSE AMPOLLA CAJAX5	0u  1
KETESSE AMPOLLA CAJAX5	0u  1
KETESSE AMPOLLA CAJAX5	0u  1
KETESSE AMPOLLA CAJAX5	0u  1
KETESSE AMPOLLA CAJAX5	0u  1
	
KETOPROFENO AMP	1
	
LIDOCAINA 2% FRASCO 20ML	1
	
LLAVE TRIPLE VIA CAJAX200UNID.	0u  1
LLAVE TRIPLE VIA CAJAX200UNID.	0u  1
LLAVE TRIPLE VIA CAJAX200UNID.	0u  1
LLAVE TRIPLE VIA CAJAX200UNID.	0u  1
LLAVE TRIPLE VIA CAJAX200UNID.	0u  1
LLAVE TRIPLE VIA CAJAX200UNID.	0u  1
LLAVE TRIPLE VIA CAJAX200UNID.	0u  1
LLAVE TRIPLE VIA CAJAX200UNID.	0u  1
	
LOSARTAN  50mg CAJAX100TABLETAS	0u 10
	
MASCARILLA DE RESERVORIO ADULTO	1
MASCARILLA NEBULIZADORA ADULTO	1
MASCARILLA NEBULIZADORA ADULTO	1
MASCARILLA NEBULIZADORA ADULTO	1
	
METAMIZOL SODICO 1G/2ML AMPOLLA X25	0u  1
METAMIZOL SODICO 1G/2ML AMPOLLA X25	0u  1
METAMIZOL SODICO 1G/2ML AMPOLLA X25	0u  1
	
MULCEROL/ESOMEPRAZOL 40 TAB CAJX30	1
MULCEROL/ESOMEPRAZOL 40 TAB CAJX30	0u 15
MULCEROL/ESOMEPRAZOL 40 TAB CAJX30	0u 20
MULCEROL/ESOMEPRAZOL 40 TAB CAJX30	0u 10
MULCEROL/ESOMEPRAZOL 40 TAB CAJX30	0u  5
MULCEROL/ESOMEPRAZOL 40 TAB CAJX30	0u  1
MULCEROL/ESOMEPRAZOL 40 TAB CAJX30	0u 10
	
NAPROXENO 550 TABx100	0u  6
NAPROXENO 550 TABx100	0u  6
	
NEO NISOPREX 15MG/5ML SOL.ORAL X 60ML	1
	
OMEPRAZOL 20MG CAJAX100CAPSULAS	0u 14
	
OMEPRAZOL 40MG POLVO INYECTABLE CAJX10	0u  1
OMEPRAZOL 40MG POLVO INYECTABLE CAJX10	0u  1
OMEPRAZOL 40MG POLVO INYECTABLE CAJX10	0u  1
OMEPRAZOL 40MG POLVO INYECTABLE CAJX10	0u  1
	
ORFENADRINA 60mg/2ml CAJAX25 AMPOLLAS	0u  1
ORFENADRINA 60mg/2ml CAJAX25 AMPOLLAS	0u  1
ORFENADRINA 60mg/2ml CAJAX25 AMPOLLAS	0u  1
ORFENADRINA 60mg/2ml CAJAX25 AMPOLLAS	0u  1
ORFENADRINA 60mg/2ml CAJAX25 AMPOLLAS	0u  1
ORFENADRINA 60mg/2ml CAJAX25 AMPOLLAS	0u  1
ORFENADRINA 60mg/2ml CAJAX25 AMPOLLAS	0u  3
ORFENADRINA 60mg/2ml CAJAX25 AMPOLLAS	0u  3
ORFENADRINA 60mg/2ml CAJAX25 AMPOLLAS	0u  1
ORFENADRINA 60mg/2ml CAJAX25 AMPOLLAS	0u  1
ORFENADRINA 60mg/2ml CAJAX25 AMPOLLAS	0u  1
ORFENADRINA 60mg/2ml CAJAX25 AMPOLLAS	0u  1
ORFENADRINA 60mg/2ml CAJAX25 AMPOLLAS	0u  1
	
OTOZAMBON SOLUCION OTICA X10ML	1
	
PANADOL ANTIGRIPALNF 2TAB X 52SOBRES	0u  2
	
PARACETAMOL 500MG TABX100	0u 10
PARACETAMOL 500MG TABX100	0u  1
PARACETAMOL 500MG TABX100	0u  1
PARACETAMOL 500MG TABX100	0u  4
PARACETAMOL 500MG TABX100	0u  4
	
PENICILINA PROCAIN 1000000 CAJAX10	0u  3
PENICILINA PROCAIN 1000000 CAJAX10	0u  1
PENICILINA PROCAIN 1000000 CAJAX10	0u  1
PENICILINA PROCAIN 1000000 CAJAX10	0u  2
PENICILINA PROCAIN 1000000 CAJAX10	0u  2
PENICILINA PROCAIN 1000000 CAJAX10	0u  1
PENICILINA PROCAIN 1000000 CAJAX10	0u  3
PENICILINA PROCAIN 1000000 CAJAX10	0u  3
PENICILINA PROCAIN 1000000 CAJAX10	0u  1
PENICILINA PROCAIN 1000000 CAJAX10	0u  1
PENICILINA PROCAIN 1000000 CAJAX10	0u  1
PENICILINA PROCAIN 1000000 CAJAX10	0u  1
PENICILINA PROCAIN 1000000 CAJAX10	0u  1
PENICILINA PROCAIN 1000000 CAJAX10	0u  1
	
PORTIL CREx20GR	1
	
RANITIDINA 50MG/2ML AMPOLL  CAJX100	0u  1
	
SKUDEXA CAJAX20 COMPRIMIDOS	0u 10
	
SUERO FISIOLOGICO DE 1 LITRO	1
SUERO FISIOLOGICO DE 1 LITRO	1
SUERO FISIOLOGICO DE 1 LITRO	1
	
TAMSULOSINA 0.4MG TABL CAJX50	0u 30
	
TERBINAFINA 1% CREMA 20G	1
	
TRAMADOL  100MG/2ML CAJAX10AMPOLLAS	0u  1
	
VERSATIS 5% LIDOCAINA700MG PARCHE	1
	
VITACOSE 2 ML INYECTABLE	1
VITACOSE 2 ML INYECTABLE	1
VITACOSE 2 ML INYECTABLE	1
VITACOSE 2 ML INYECTABLE	1
VITACOSE 2 ML INYECTABLE	1
VITACOSE 2 ML INYECTABLE	1
VITACOSE 2 ML INYECTABLE	1
VITACOSE 2 ML INYECTABLE	1
	
VIVERA CAJAX8	1
VIVERA CAJAX8	1
VIVERA CAJAX8	0u  4
	
ZITROBAC PEDIATRICO 200MG/5ML X30ML	1
ZITROBAC PEDIATRICO 200MG/5ML X30ML	1
