úZethQuark Versi¢n 7.0ú                                                                                                      01/07/2025
ELAM MEDICAL                           REPORTE INVENTARIO VALORIZADO X LINEA (FARMACOS) MOSTRADOR                              08:40:30
PRT282()                                                                                                                     Pag.-    1
---------------------------------------------------------------------------------------------------------------------------------------
            DESCRIPCION                  STOCK            PV     ULTCOS       TOTAL PV      TOTAL ULTCOS        UTILIDAD
ELAM MEDICAL                           REPORTE INVENTARIO VALORIZADO X LINEA (FARMACOS) MOSTRADOR                              08:40:30
PRT282()                                                                                                                     Pag.-    2
---------------------------------------------------------------------------------------------------------------------------------------
            DESCRIPCION                  STOCK            PV     ULTCOS       TOTAL PV      TOTAL ULTCOS        UTILIDAD
---------------------------------------------------------------------------------------------------------------------------------------
CLACIDOMOX 250MG+62.5MG/5ML X60ML            2         25.00      7.71           50.00            15.42            34.58
CLARIMED 250MG/5ML SUSP X60ML                6         70.00     41.30          420.00           247.80           172.20
CLARITROX 500MG TAB                        206          2.50      1.50          515.00           309.00           206.00
CLAVULAB 875MG+125MG TAB                    98          3.00      1.79          294.00           175.42           118.58
CLAVUTRIM 250MG/5ML SUSP X60ML               9         14.90      5.00          134.10            45.00            89.10
CLAVUTRIM CL PPS 250MG+62.5MG/5ML X60ML      1         30.00     10.50           30.00            10.50            19.50
CLENBUVENT EXPECT JRBE X120ML               23         30.00     21.83          690.00           502.09           187.91
CLERILAX 250MG TAB                          10          3.50      2.19           35.00            21.90            13.10
CLINDA C 300MG CAP                          46          2.50      0.90          115.00            41.40            73.60
CLINDAMICINA 600MG/4ML AMP                  31          6.00      3.40          186.00           105.40            80.60
CLOBULER 15MG/5ML JRBE X100ML                3         14.00      6.90           42.00            20.70            21.30
CLONAZEPAM 0.5MG TAB                       290          0.80      0.14          232.00            40.60           191.40
CLORFEDAN 10MG/1ML (IM/IV) AMP               8          5.60      0.65           44.80             5.20            39.60
CLORFENAMINA 2MG/5ML SOL.ORAL X60ML          8          5.00      2.00           40.00            16.00            24.00
CLORFENAMINA 4MG BLSTX10                     9          2.00      0.32           18.00             2.88            15.12
CLORURO DE SODIO 0,9% X100ML               466         10.00      1.20        4,660.00           559.20         4,100.80
CLORURO DE SODIO 0,9% X250ML               146         15.00      5.80        2,190.00           846.80         1,343.20
CLOTRIALIV 2% CREMA X30G + APLICADOR         5         30.00      8.90          150.00            44.50           105.50
CONMEL 1000/1G/2MLSOLINYECT/IV              30          4.00      0.01          120.00             0.30           119.70
CORIFAN 1MG/1ML GOTAS X20ML                  2         30.00     21.00           60.00            42.00            18.00
CORTIFLEX 50MG/5ML AMP                       1         50.00      0.01           50.00             0.01            49.99
CYMAPRAM 10MG TAB                           60          3.00      0.97          180.00            58.20           121.80
CYTOTEC 200MCG TAB                          28         15.00      5.00          420.00           140.00           280.00
DEQUAZOL ORAL 250MG/5ML SUSP X120ML          2         53.00     39.80          106.00            79.60            26.40
DESAZONA 4MG TAB                            62          0.50      0.10           31.00             6.20            24.80
DEXAFLAM NF 2MG/5ML JRBE X100ML              3         23.00     13.00           69.00            39.00            30.00
DEXCORTIL 4MG/2ML (IM/IV) AMP               63          4.70      0.45          296.10            28.35           267.75
DEXIDE SR 1000 TAB                          71          4.00      2.30          284.00           163.30           120.70
DEXIDE SR 500 TAB                           90          3.00      1.44          270.00           129.60           140.40
DEXIDE SR 750 TAB                           90          3.00      2.12          270.00           190.80            79.20
DEXTROSA 33.3% SOL.INY 20ML                 12          5.00      1.50           60.00            18.00            42.00
DEXTROSA 5% X1000ML                         14         15.00      5.00          210.00            70.00           140.00
DI-PROKET 150MG CAP                         92          4.00      1.68          368.00           154.56           213.44
DIARGEM 2MG TAB                             31          1.00      0.15           31.00             4.65            26.35
DIAZEPAM 10MG/2ML AMP                        8         15.00      6.00          120.00            48.00            72.00
DICLOFENACO 1% GEL X50GR                     7         10.00      3.20           70.00            22.40            47.60
DICLOFENACO 50MG TAB BLSTX10                 7          3.00      0.79           21.00             5.53            15.47
DICLOFIX 75MG/3ML (IM) AMP                  89          5.00      0.45          445.00            40.05           404.95
DIGESTASE 80MG TAB                          30          1.50      0.89           45.00            26.70            18.30
DILOVET 500MG CAP                          300          2.00      0.60          600.00           180.00           420.00
DIMENS 5MG/5ML JRBE X120ML                   6         25.00      9.50          150.00            57.00            93.00
DIPHA-SCBIX 5% CREMA X30G                    3         45.00     32.00          135.00            96.00            39.00
DOBESIUM 100MCG TAB                        100          0.70      0.21           70.00            21.00            49.00
DOBESIUM 25MCG TAB                          50          0.50      0.22           25.00            11.00            14.00
DOBESIUM 50MCG TAB                          40          0.50      0.21           20.00             8.40            11.60
DOBESIUM 75MCG TAB                          50          0.70      0.23           35.00            11.50            23.50
DOLALIVIO COLIK TAB                         23          1.15      0.65           26.45            14.95            11.50
DOLO NEUROBION FORTE TAB                    96          2.50      1.00          240.00            96.00           144.00
DOLO-KET 60MG/2ML (IM) AMP                  30          4.90      1.12          147.00            33.60           113.40
DOLOL 100MG/1ML GOTAS X15ML                  3         10.00      5.57           30.00            16.71            13.29
DOLOL 160MG/5ML JRBE X60ML                   6         10.50      5.40           63.00            32.40            30.60
DOXICICLINA 100MG CAP                       69          0.90      0.17           62.10            11.73            50.37
DOXIPROCT PLUS POMADA X12G                   7         45.00     30.90          315.00           216.30            98.70
DR.FLU CAP.BLANDAS                         103          1.50      0.51          154.50            52.53           101.97
DULERGINA 5MG/5ML JRBE X100ML               13         24.00      9.84          312.00           127.92           184.08úZethQuark Versi¢n 7.0ú                                                                                                      01/07/2025
ELAM MEDICAL                           REPORTE INVENTARIO VALORIZADO X LINEA (FARMACOS) MOSTRADOR                              08:40:31
PRT282()                                                                                                                     Pag.-    3
---------------------------------------------------------------------------------------------------------------------------------------
            DESCRIPCION                  STOCK            PV     ULTCOS       TOTAL PV      TOTAL ULTCOS        UTILIDAD
---------------------------------------------------------------------------------------------------------------------------------------
ELITON CIP JRBE X230ML                       3         36.00     26.90          108.00            80.70            27.30
ENALAPRIL 10MG TAB BLSTX10                  37          3.00      0.49          111.00            18.13            92.87
ENALAPRIL 20MG TAB BLSTX10                   1          4.00      0.90            4.00             0.90             3.10
ENZIMATIK CAP                               10          1.50      0.90           15.00             9.00             6.00
EPINEFRINA 1MG/ML AMP                       32          4.50      2.50          144.00            80.00            64.00
ERGICO 2.5MG/5ML SOL.ORAL X60ML              5         25.00     12.50          125.00            62.50            62.50
EVACUOL PLUS SOLUCION X266ML                 5         53.00     39.40          265.00           197.00            68.00
EYEMO COLIRIO 0.05% SOL.OFTA X8ML            6         14.90      7.40           89.40            44.40            45.00
FERROPRIME 100MG/5ML + MATERIAL             20         40.00      5.00          800.00           100.00           700.00
FERROSIL 100MG/5ML AMP.BEBIBLE               5          9.00      5.95           45.00            29.75            15.25
FISIOFER 40MG/15ML AMP.BEBIBLE               2          9.00      6.40           18.00            12.80             5.20
FISIOFER 40MG/15ML SOL.ORAL X120ML           1         40.00     26.31           40.00            26.31            13.69
FLEX 4MG TAB                               103          3.50      2.39          360.50           246.17           114.33
FLEX NF 2MG/1ML AMP (IM)                    30         20.00     15.41          600.00           462.30           137.70
FLEXOPLUS 1% SPRAY X50ML                     3         45.00     25.00          135.00            75.00            60.00
FLOREA CAP                                 146          3.00      1.69          438.00           246.74           191.26
FLUIMEXINA 600MG SOB                       160          3.50      0.88          560.00           140.80           419.20
FLUIMUCIL ORAL 200MG SOBRES                  4          2.50      0.01           10.00             0.04             9.96
FLUTOX 17.5MG/5ML SUSP X120ML                3         48.00     35.47          144.00           106.41            37.59
FOSLISELEN 3G SOB                           13         45.00     23.33          585.00           303.29           281.71
FUROSEMIDA 20MG/2ML AMP                     10          8.00      0.62           80.00             6.20            73.80
FUROSEMIDA 40MG TAB BLSTX10                  8          3.00      0.82           24.00             6.56            17.44
GASEOVET MS SUSP X220ML                      1         30.00     19.50           30.00            19.50            10.50
GEMULAX 25MG CAP X24                         3         16.00      0.01           48.00             0.03            47.97
GENTAMICINA 160MG/2ML AMP                   19          4.00      1.58           76.00            30.02            45.98
GESTAFOL 0.5MG TAB                          88          1.50      0.55          132.00            48.40            83.60
GINGISONA L NF TOQUES SOL.TOPICA X30ML       4         26.00     18.00          104.00            72.00            32.00
GINOFURAN XR 100MG CAP                      66          4.70      2.40          310.20           158.40           151.80
GLIBENCLAMIDA 5MG TAB BLSTX10               16          2.00      0.38           32.00             6.08            25.92
GLYCOLAX 17G SOB                            23          6.00      4.42          138.00           101.66            36.34
GRAVDAN 50MG/5ML (IM/IV) AMP                10          4.00      1.08           40.00            10.80            29.20
HEMOVIRON JRBE X340ML                        1         38.00     27.00           38.00            27.00            11.00
HEPABIONTA 2ML AMP                          55         25.00      6.00        1,375.00           330.00         1,045.00
HEPABIONTA GRAGEAS                         111          2.50      1.15          277.50           127.65           149.85
HEPTRAL 500MG TAB                            6          6.00      0.01           36.00             0.06            35.94
HIDROCLOROTIAZIDA 25MG TAB BLSTX10           3          3.00      1.30            9.00             3.90             5.10
HIDROCORTISONA 250MG AMP                     2         20.00      9.60           40.00            19.20            20.80
HIOSIMOL10 10MG TAB                         84          0.90      0.33           75.60            27.72            47.88
HIRUDOID 0.300% POMADA X14GR                 6         22.00     14.90          132.00            89.40            42.60
HIRUDOID FORTE CREMA X14G                    5         42.50     24.60          212.50           123.00            89.50
HIRUDOID FORTE GEL X14GR                     6         55.00     24.80          330.00           148.80           181.20
HYALONE 60MG/4ML + MATERIAL                  3        900.00    550.00        2,700.00         1,650.00         1,050.00
HYALU-PLUS 30MG/2ML INYECTABLE               2        650.00    180.00        1,300.00           360.00           940.00
IBANCHECK 75MG CAP                          70          2.50      0.66          175.00            46.20           128.80
IBONIX 150MG TAB X1                          3         51.00     25.50          153.00            76.50            76.50
INMUNO PED SOBRE                            83          4.00      2.91          332.00           241.53            90.47
INSULINA APLICACION 1-3 WOSULIN N           10         20.00      3.74          200.00            37.40           162.60
IRBESEL HC 150MG+12.5MG TAB                 60          7.00      4.20          420.00           252.00           168.00
ITUBIOT 500MG/2ML (IM/IV) AMP               40          5.70      1.78          228.00            71.20           156.80
KETALGESICO 25MG TAB                        48          3.50      1.50          168.00            72.00            96.00
KETOPROFENO 100MG/2ML (IM) AMP              28          5.50      1.91          154.00            53.48           100.52
KETOPROPHARM 100MG/5ML (IV) AMP            172         12.50      2.50        2,150.00           430.00         1,720.00
KIDCAL JRBE X180ML                           7         52.00     33.90          364.00           237.30           126.70
KITADOL MIGRA¥A TAB                         29          2.00      1.00           58.00            29.00            29.00
LACTULOSA 3.3G/5ML SOL.ORAL X120ML           3         21.00      7.50           63.00            22.50            40.50úZethQuark Versi¢n 7.0ú                                                                                                      01/07/2025
ELAM MEDICAL                           REPORTE INVENTARIO VALORIZADO X LINEA (FARMACOS) MOSTRADOR                              08:40:31
PRT282()                                                                                                                     Pag.-    4
---------------------------------------------------------------------------------------------------------------------------------------
            DESCRIPCION                  STOCK            PV     ULTCOS       TOTAL PV      TOTAL ULTCOS        UTILIDAD
---------------------------------------------------------------------------------------------------------------------------------------
LAGOSA 150MG TAB                           208          4.00      2.99          832.00           621.92           210.08
LANCIPROX 0.3% GOTAS X5ML                    4         40.00     24.50          160.00            98.00            62.00
LEVOCTRIM FORTE 750MG TAB                   14          4.00      1.61           56.00            22.54            33.46
LEVOFLOXACINO 500MG TAB                    136          2.00      0.33          272.00            44.88           227.12
LIDOCAINA 2% X20ML AMP                      13          8.00      3.20          104.00            41.60            62.40
LINCOMAX 600MG/2ML (IM/IV) AMP              22          7.00      1.05          154.00            23.10           130.90
LINDONOSTRUM 2% GEL X30G                     2         20.00      9.90           40.00            19.80            20.20
LITIASIN K 1080 TAB                         40          2.00      1.41           80.00            56.40            23.60
LOPERAMIDA 2MG TAB BLSTX10                  20          3.00      0.79           60.00            15.80            44.20
LORATADINA 10MG TAB BLSTX10                 13          3.00      0.59           39.00             7.67            31.33
LOSARTAN 50MG TAB BLSTX10                   27          3.00      0.75           81.00            20.25            60.75
MAGNEROT 500MG TAB                          20          1.70      0.01           34.00             0.20            33.80
MEBO TUBO X15G                               6         75.00     50.72          450.00           304.32           145.68
MELATONIN 500MCG TAB.SUBLING X60             4         72.00     49.20          288.00           196.80            91.20
MELOXICAM 15MG TAB BLSTX10                  25          4.00      0.80          100.00            20.00            80.00
METAMIZOL 1G/2ML AMP                        15          4.00      0.59           60.00             8.85            51.15
METOCLONYL 10MG/2ML AMP                      5          6.00      0.88           30.00             4.40            25.60
METOCLOPRAMIDA 10MG TAB BLSTX10             15          3.00      0.90           45.00            13.50            31.50
METRONIDAZOL 500MG TAB                      86          0.50      0.10           43.00             8.60            34.40
METRONIDAZOL 500MG/100ML AMP X100ML          3         12.00      3.00           36.00             9.00            27.00
MILGAMMA 300 PROTEKT                         4          6.20                     24.80                             24.80
MILGAMMA MONO 150MG                         16          3.00                     48.00                             48.00
MOBILISIN GEL X40GR                          3         50.00     35.85          150.00           107.55            42.45
MOTRIF 1% GEL TUBO X50G                      2         14.00      5.50           28.00            11.00            17.00
MUCOBROL 300MG/3ML AMP                      28         15.00      7.50          420.00           210.00           210.00
MUCOCETIL 100MG/5ML SOL.ORAL X120ML          8         24.00     13.80          192.00           110.40            81.60
MUCOTRIM GOTx15ML                            1         19.00     12.50           19.00            12.50             6.50
NAPROXPORT 550MG TAB                       159          1.00      0.34          159.00            54.06           104.94
NEUMOCORTPLUS 160MCG+4.5MCG/D X150DOSIS      2        138.60    104.81          277.20           209.62            67.58
NISONA 5MG/5ML SUSP X100ML                   1         27.00     18.00           27.00            18.00             9.00
NORMON 5MG/100ML + MATERIAL                  3        750.00    450.00        2,250.00         1,350.00           900.00
NORSPAN 10MG PARCHE                          3        170.00    114.69          510.00           344.07           165.93
NORSPAN 5MG PARCHE                           4        100.00     64.90          400.00           259.60           140.40
NOVUCOR CREMA 10G                           16         10.00      4.00          160.00            64.00            96.00
OMEPRAZOL 40MG AMP                          53          8.50      1.90          450.50           100.70           349.80
OMETAB 20MG TAB                             80          1.70      0.08          136.00             6.40           129.60
ORFEDRIN 100MG TAB                          86          1.50      0.62          129.00            53.32            75.68
ORFELAX 60MG/2ML (IM/IV) AMP                71          4.00      1.50          284.00           106.50           177.50
OTIDOL NF SOL.OTICA X5ML                    10         14.00      9.90          140.00            99.00            41.00
PANTOPHARM 40MG AMP (EV)                     6         30.00     15.90          180.00            95.40            84.60
PARACETAMOL 1000MG/100ML (IV) AMP            5         42.50     20.00          212.50           100.00           112.50
PARACETAMOL 500MG TAB BLSTX10               17          3.00      0.65           51.00            11.05            39.95
PARDIL 500MG TAB                            18          4.50      2.00           81.00            36.00            45.00
PASMODAN 20MG/ML (IM/IV) AMP                25          5.50      1.55          137.50            38.75            98.75
PHYTO SOYA 17.5MG TAB                       60          2.20      1.59          132.00            95.40            36.60
PIRIALIV 100MG TAB                          47          1.00      0.27           47.00            12.69            34.31
PLIDOCHECK 400MG CAP                        67          0.80      0.28           53.60            18.76            34.84
PORTIL NF CREMA X20G                         2         10.00      3.90           20.00             7.80            12.20
PREDNISONA 5MG TAB BLSTX10                  11          2.00      0.50           22.00             5.50            16.50
PRODEFEN PLUS SOBRE                        147          9.00      6.11        1,323.00           898.17           424.83
PROFEKED 2.5% GEL X30G                       3         25.50     13.40           76.50            40.20            36.30
PROFEKET 100MG/2ML AMP X1                    1         17.50     10.00           17.50            10.00             7.50
PROFEKET 100MG/5ML AMP IV                    1         13.00      0.01           13.00             0.01            12.99
PRONOLIS HD 120MG/4.8ML MONO 2.5%            2       1300.00    890.00        2,600.00         1,780.00           820.00
PRONTEL 100MG/5ML JRBE X20ML                 4         11.00      3.95           44.00            15.80            28.20úZethQuark Versi¢n 7.0ú                                                                                                      01/07/2025
ELAM MEDICAL                           REPORTE INVENTARIO VALORIZADO X LINEA (FARMACOS) MOSTRADOR                              08:40:31
PRT282()                                                                                                                     Pag.-    5
---------------------------------------------------------------------------------------------------------------------------------------
            DESCRIPCION                  STOCK            PV     ULTCOS       TOTAL PV      TOTAL ULTCOS        UTILIDAD
---------------------------------------------------------------------------------------------------------------------------------------
REXALER 2.5MG/5ML SOL.ORAL X60ML             5         25.00      8.90          125.00            44.50            80.50
RINOCLENIL 100MCG SUSP.NASAL X32ML           3         70.00     55.00          210.00           165.00            45.00
RINOFLUIMUCIL 10MG/1ML SOL.NASAL             4         65.00     40.40          260.00           161.60            98.40
ROWACHOL CAPSULAS                           71          2.50      1.45          177.50           102.95            74.55
ROWATINEX CAPSULAS                         247          2.50      1.11          617.50           274.17           343.33
SALBUTEX 100MCG AEROSOL X200DOSIS            6         15.00      4.50           90.00            27.00            63.00
SERTRALINA 50MG TAB                        200          0.80      0.27          160.00            54.00           106.00
SILENTUSS 30MG/5ML JRBE X120ML               3         32.00     21.50           96.00            64.50            31.50
SINGLOINT 20MG/2ML + MATERIAL                1        350.00    150.00          350.00           150.00           200.00
SINVIRAL SOL.GOTAS X20ML                     6         45.00     36.19          270.00           217.14            52.86
SORBAMIN 55 SP NF X1000ML                    1        200.00    140.60          200.00           140.60            59.40
SULFANIL 1% CREMA 50G                        3         20.00     11.90           60.00            35.70            24.30
TAMSULOSINA 0.4MG TAB                      183          1.50      0.30          274.50            54.90           219.60
TERBIFUN 1% SPRAY X30ML                      2         27.00     12.50           54.00            25.00            29.00
TERBINAFINA 250MG TAB                       85          1.00      0.39           85.00            33.15            51.85
TERFITIL 1% CREMA X20G                       2         16.00      6.90           32.00            13.80            18.20
THIOGAMMA 600MG TAB                          6          6.80      0.01           40.80             0.06            40.74
TOPIMICYN NF UNGUENTO X14G                   7         30.00     13.00          210.00            91.00           119.00
TRAMADOL 50MG/1ML AMP                        6          5.00      1.09           30.00             6.54            23.46
TRANEXCHYK 1G/10ML (IV) AMP                  5         30.00      1.00          150.00             5.00           145.00
TRICOFAR ORAL 500MG TAB                    390          1.50      0.45          585.00           175.50           409.50
TRIGLIOUT 100MG TAB                         30          3.50      1.65          105.00            49.50            55.50
TRINALER 5% CREMA X10G                       6         32.00     23.16          192.00           138.96            53.04
UROFURIN 100MG TAB                          62          2.20      1.48          136.40            91.76            44.64
UROFURIN 25MG/5ML SUSP X120ML                5         38.00     24.90          190.00           124.50            65.50
VAGISTEN 0.1% CREMA X15G                     6         45.00     33.50          270.00           201.00            69.00
VARICOSIN 500MG CAPSULA                      2          2.00      0.01            4.00             0.02             3.98
VAXIGEL OVULOS                              17          4.00      1.40           68.00            23.80            44.20
VELTAM 0.4MG TAB                            98          3.00      0.19          294.00            18.62           275.38
VERSATIS 5% 700MG PARCHE                    21         35.00      0.01          735.00             0.21           734.79
VINIL 75MG/3ML (IM/IV) AMP                  43          8.50      4.20          365.50           180.60           184.90
VITACOSE 2ML INYECTABLE                     35         20.00      9.00          700.00           315.00           385.00
VOMIXTAL 50MG TAB                           70          1.00      0.29           70.00            20.30            49.70
Z-MOL 1G TAB                               147          1.00      0.36          147.00            52.92            94.08
ZETALER 10MG/1ML GOTAS X15ML                22         33.00     24.76          726.00           544.72           181.28
---------------------------------------------------------------------------------------------------------------------------------------
T O T A L E S :                                                              73,205.83        30,341.19        42,864.64
---------------------------------------------------------------------------------------------------------------------------------------