úZethQuark Versi¢n 7.0ú                                               19/04/2025
POL.LOS ANGELES  PRODUCTOS VENDIDOS DEL 19/03/2025 AL 19/04/2025        13:44:53
PRT123()                                                              Pag.-    1
--------------------------------------------------------------------------------
         DESCRIPCION DEL PRODUCTO            STOCK           VENTA        RESP.
PSA LIBRE                                     858              1           ELI
PSA TOTAL                                    1007              2           CLA
RANITIDINA 50MG/2ML AMP                         0              4           ELI
REACCION INFLAMATORIA EN HECES               9923              8           EFR
RETIRO DE PUNTOS MAYOR A 5 PUNTOS              87              1           FAB
RETIRO DE PUNTOS MENOR DE 5 PUNTOS            480              1           FAB
ROWACHOL CAPSULAS                              71              4           ELI
ROWATINEX CAPSULAS                            246             10           ELI
RX COLUMNA LUMBAR SACRA F - L                  79              8           FAB
RX MU¥ECA F y L C/LADO                         95              1           ELI
RX PIE C/LADO                                  96              2           ELI
RX RODILLA F y L C/LADO                      9998              3           CLA
RX RODILLAS COMPARATIVAS                     9999              2           ELI
RX TOBILLO                                   9997              1           CLA
RX TOBILLO F y L C/LADO                      9998              2           CLA
RX TORAX AP                                   964             10           FAB
RX TORAX F                                   9999              1           ELI
SINVIRAL SOL.GOTAS X20ML                        6              1           ELI
SODIO                                         998              1           ELI
SUERO FISIOLOGICO X1000ML                       0             11           CLAúZethQuark Versi¢n 7.0ú                                               19/04/2025
POL.LOS ANGELES  PRODUCTOS VENDIDOS DEL 19/03/2025 AL 19/04/2025        13:45:02
PRT123()                                                              Pag.-    5
--------------------------------------------------------------------------------
         DESCRIPCION DEL PRODUCTO            STOCK           VENTA        RESP.
--------------------------------------------------------------------------------
SUEROVIT 2ML AMP                                5             17           MAR
SUMAQ MUJER POTE 500G AGUAJE                    4              1           MAR
SUTURA MENOR                                  999              1           EFR
T3 LIBRE                                      909              4           CLA
T4 LIBRE                                     1002              5           CLA
TERBIFUN 1% SPRAY X30ML                         3              3           CLA
TERBINAFINA 250MG TAB                         117             20           CLA
TEST GRAHAM(OXIURUS)                         9958              6           MAR
THEVENON                                     9996              4           CLA
TRAMADOL 50MG/1ML AMP                           8              2           ELI
TRICOFAR ORAL 500MG TAB                       808            205           CLA
TRIGLICERIDOS                                 932              4           CLA
TRIGLIOUT 100MG TAB                           139             21           FAB
TSH ULTRASENSIBLE                           10003              5           CLA
UREA                                        10005              6           CLA
UROCULTIVO                                    991             21           ELI
UROFURIN 25MG/5ML SUSP X120ML                   4              1           MAR
VAGISTEN 0.1% CREMA X15G                        4              2           GEN
VARICOSIN 500MG CAPSULA                         2             30           ELI
VELOCIDAD DE SEDIMENTACION                    954              1           ELI
VELTAM 0.4MG TAB                              171             60           ELI
VENDA YESO 4X5                                  5              1           ELI
VENOCALM 500MG CAP                              0             10           ELI
VINIL 75MG/3ML (IM/IV) AMP                     48              3           ELI
VITACARE POTE 1000G VAINILLA                    8              5           FAB
VITACOSE 2ML INYECTABLE                        68             37           FAB
ZITROLAB 200MG/5ML SUSP X15ML                   5              6           FAB
--------------------------------------------------------------------------------
T O T A L:   247
--------------------------------------------------------------------------------